t,x,y,z,yaw_vslam,yaw_vslam_int,yaw_imu,imu_age,yaw_fused,gz,yaw_gyro,imu_gated,marker
1787037480.643,0.0000,0.0000,0.0000,10.009,9.754,9.858,0.006,9.884,0.109,1.737,0,
1787037480.676,0.0000,0.0000,0.0000,10.014,9.759,9.858,0.039,9.889,0.109,1.737,0,
1787037480.709,0.0000,0.0000,0.0000,10.018,9.763,9.971,0.005,9.893,0.213,1.748,0,
1787037480.742,0.0000,0.0000,0.0000,10.022,9.767,9.971,0.038,9.897,0.213,1.748,0,
1787037480.775,0.0000,0.0000,0.0000,10.025,9.770,10.091,0.005,9.901,0.310,1.766,0,
1787037480.808,0.0000,0.0000,0.0000,10.027,9.773,10.091,0.038,9.904,0.310,1.766,0,
1787037480.841,0.0000,0.0000,0.0000,10.029,9.774,10.189,0.004,9.906,0.350,1.788,0,
1787037480.874,0.0000,0.0000,0.0000,10.030,9.775,10.189,0.037,9.908,0.350,1.788,0,
1787037480.907,0.0000,0.0000,0.0000,10.030,9.775,10.244,0.003,9.909,0.313,1.810,0,
1787037480.940,0.0000,0.0000,0.0000,10.029,9.775,10.244,0.036,9.909,0.313,1.810,0,
1787037480.973,0.0000,0.0000,0.0000,10.028,9.773,10.241,0.002,9.909,0.218,1.827,0,
1787037481.006,0.0000,0.0000,0.0000,10.026,9.771,10.241,0.035,9.908,0.218,1.827,0,
1787037481.039,0.0000,0.0000,0.0000,10.023,9.768,10.183,0.002,9.905,0.113,1.838,0,
1787037481.072,0.0000,0.0000,0.0000,10.019,9.765,10.183,0.035,9.903,0.113,1.838,0,
1787037481.105,0.0000,0.0000,0.0000,10.015,9.761,10.082,0.001,9.899,0.054,1.844,0,
1787037481.138,0.0000,0.0000,0.0000,10.011,9.756,10.082,0.034,9.895,0.054,1.844,0,
1787037481.171,0.0000,0.0000,0.0000,10.006,9.751,10.082,0.067,9.891,0.054,1.844,0,
1787037481.204,0.0000,0.0000,0.0000,10.001,9.746,9.960,0.032,9.886,0.070,1.848,0,
1787037481.237,0.0000,0.0000,0.0000,9.996,9.741,9.960,0.065,9.881,0.070,1.848,0,
1787037481.270,0.0000,0.0000,0.0000,9.991,9.737,9.850,0.032,9.877,0.152,1.856,0,
1787037481.303,0.0000,0.0000,0.0000,9.987,9.732,9.850,0.065,9.872,0.152,1.856,0,
1787037481.336,0.0000,0.0000,0.0000,9.982,9.728,9.773,0.031,9.867,0.262,1.870,0,
1787037481.369,0.0000,0.0000,0.0000,9.979,9.724,9.773,0.064,9.863,0.262,1.870,0,
1787037481.402,0.0000,0.0000,0.0000,9.975,9.721,9.750,0.031,9.860,0.337,1.889,0,
1787037481.435,0.0000,0.0000,0.0000,9.973,9.718,9.750,0.063,9.857,0.337,1.889,0,
1787037481.468,0.0000,0.0000,0.0000,9.971,9.717,9.785,0.029,9.855,0.342,1.912,0,
1787037481.501,0.0000,0.0000,0.0000,9.970,9.716,9.785,0.062,9.854,0.342,1.912,0,
1787037481.534,0.0000,0.0000,0.0000,9.970,9.715,9.870,0.029,9.854,0.274,1.933,0,
1787037481.567,0.0000,0.0000,0.0000,9.971,9.716,9.870,0.062,9.855,0.274,1.933,0,
1787037481.600,0.0000,0.0000,0.0000,9.972,9.718,9.986,0.028,9.856,0.168,1.947,0,
1787037481.633,0.0000,0.0000,0.0000,9.974,9.720,9.986,0.061,9.859,0.168,1.947,0,
1787037481.666,0.0000,0.0000,0.0000,9.977,9.723,10.104,0.027,9.862,0.078,1.956,0,
1787037481.699,0.0000,0.0000,0.0000,9.981,9.726,10.104,0.060,9.867,0.078,1.956,0,
1787037481.732,0.0000,0.0000,0.0000,9.985,9.730,10.199,0.026,9.872,0.051,1.960,0,
1787037481.765,0.0000,0.0000,0.0000,9.989,9.735,10.199,0.059,9.877,0.051,1.960,0,
1787037481.798,0.0000,0.0000,0.0000,9.994,9.739,10.247,0.025,9.883,0.101,1.965,0,
1787037481.831,0.0000,0.0000,0.0000,9.999,9.744,10.247,0.058,9.889,0.101,1.965,0,
1787037481.864,0.0000,0.0000,0.0000,10.004,9.749,10.237,0.025,9.894,0.202,1.975,0,
1787037481.897,0.0000,0.0000,0.0000,10.009,9.754,10.237,0.058,9.900,0.202,1.975,0,
1787037481.930,0.0000,0.0000,0.0000,10.013,9.759,10.172,0.024,9.906,0.302,1.992,0,
1787037481.963,0.0000,0.0000,0.0000,10.017,9.763,10.172,0.057,9.911,0.302,1.992,0,
1787037481.996,0.0000,0.0000,0.0000,10.021,9.767,10.068,0.024,9.915,0.349,2.014,0,
1787037482.029,0.0000,0.0000,0.0000,10.024,9.770,10.068,0.057,9.918,0.349,2.014,0,
1787037482.062,0.0000,0.0000,0.0000,10.027,9.772,9.947,0.023,9.921,0.320,2.036,0,
1787037482.095,0.0000,0.0000,0.0000,10.029,9.774,9.947,0.056,9.923,0.320,2.036,0,
1787037482.128,0.0000,0.0000,0.0000,10.030,9.775,9.839,0.022,9.924,0.229,2.054,0,
1787037482.161,0.0000,0.0000,0.0000,10.030,9.775,9.839,0.055,9.924,0.229,2.054,0,
1787037482.194,0.0000,0.0000,0.0000,10.029,9.775,9.768,0.021,9.923,0.122,2.066,0,
1787037482.227,0.0000,0.0000,0.0000,10.028,9.773,9.768,0.054,9.921,0.122,2.066,0,
1787037482.260,0.0000,0.0000,0.0000,10.026,9.771,9.751,0.020,9.918,0.056,2.072,0,
1787037482.293,0.0000,0.0000,0.0000,10.023,9.768,9.751,0.053,9.915,0.056,2.072,0,
1787037482.326,0.0000,0.0000,0.0000,10.019,9.765,9.793,0.019,9.911,0.064,2.076,0,
1787037482.359,0.0000,0.0000,0.0000,10.015,9.761,9.793,0.052,9.907,0.064,2.076,0,
1787037482.392,0.0000,0.0000,0.0000,10.011,9.756,9.883,0.018,9.902,0.143,2.083,0,
1787037482.425,0.0000,0.0000,0.0000,10.006,9.752,9.883,0.051,9.897,0.143,2.083,0,
1787037482.458,0.0000,0.0000,0.0000,10.001,9.747,9.999,0.018,9.893,0.250,2.096,0,
1787037482.491,0.0000,0.0000,0.0000,9.996,9.742,9.999,0.051,9.888,0.250,2.096,0,
1787037482.524,0.0000,0.0000,0.0000,9.992,9.737,10.116,0.017,9.884,0.332,2.115,0,
1787037482.557,0.0000,0.0000,0.0000,9.987,9.732,10.116,0.050,9.880,0.332,2.115,0,
1787037482.590,0.0000,0.0000,0.0000,9.983,9.728,10.207,0.016,9.877,0.346,2.138,0,
1787037482.623,0.0000,0.0000,0.0000,9.979,9.724,10.207,0.049,9.874,0.346,2.138,0,
1787037482.656,0.0000,0.0000,0.0000,9.976,9.721,10.248,0.016,9.872,0.284,2.159,0,
1787037482.689,0.0000,0.0000,0.0000,9.973,9.719,10.248,0.048,9.870,0.284,2.159,0,
1787037482.722,0.0000,0.0000,0.0000,9.971,9.717,10.233,0.015,9.869,0.180,2.175,0,
1787037482.755,0.0000,0.0000,0.0000,9.970,9.716,10.233,0.047,9.869,0.180,2.175,0,
1787037482.788,0.0000,0.0000,0.0000,9.970,9.715,10.162,0.013,9.870,0.085,2.183,0,
1787037482.821,0.0000,0.0000,0.0000,9.971,9.716,10.162,0.046,9.871,0.085,2.183,0,
1787037482.854,0.0000,0.0000,0.0000,9.972,9.717,10.054,0.013,9.873,0.050,2.188,0,
1787037482.886,0.0000,0.0000,0.0000,9.974,9.720,10.054,0.046,9.875,0.050,2.188,0,
1787037482.920,0.0000,0.0000,0.0000,9.977,9.722,9.933,0.011,9.878,0.093,2.193,0,
1787037482.952,0.0000,0.0000,0.0000,9.980,9.726,9.933,0.044,9.882,0.093,2.193,0,
1787037482.986,0.0000,0.0000,0.0000,9.984,9.730,9.829,0.011,9.886,0.190,2.202,0,
1787037483.019,0.0000,0.0000,0.0000,9.989,9.734,9.829,0.044,9.890,0.190,2.202,0,
1787037483.052,0.0000,0.0000,0.0000,9.993,9.739,9.763,0.010,9.895,0.293,2.218,0,
1787037483.085,0.0000,0.0000,0.0000,9.998,9.744,9.763,0.043,9.899,0.293,2.218,0,
1787037483.118,0.0000,0.0000,0.0000,10.003,9.749,9.753,0.010,9.904,0.348,2.240,0,
1787037483.151,0.0000,0.0000,0.0000,10.008,9.754,9.753,0.043,9.908,0.348,2.240,0,
1787037483.184,0.0000,0.0000,0.0000,10.013,9.758,9.801,0.009,9.912,0.327,2.262,0,
1787037483.217,0.0000,0.0000,0.0000,10.017,9.763,9.801,0.042,9.916,0.327,2.262,0,
1787037483.250,0.0000,0.0000,0.0000,10.021,9.766,9.894,0.008,9.920,0.240,2.281,0,
1787037483.283,0.0000,0.0000,0.0000,10.024,9.770,9.894,0.041,9.923,0.240,2.281,0,
1787037483.316,0.0000,0.0000,0.0000,10.027,9.772,10.013,0.007,9.926,0.133,2.294,0,
1787037483.349,0.0000,0.0000,0.0000,10.029,9.774,10.013,0.040,9.928,0.133,2.294,0,
1787037483.381,0.0000,0.0000,0.0000,10.030,9.775,10.128,0.006,9.930,0.060,2.300,0,
1787037483.414,0.0000,0.0000,0.0000,10.030,9.775,10.128,0.039,9.931,0.060,2.300,0,
1787037483.447,0.0000,0.0000,0.0000,10.029,9.775,10.214,0.005,9.931,0.060,2.304,0,
1787037483.480,0.0000,0.0000,0.0000,10.028,9.774,10.214,0.038,9.930,0.060,2.304,0,
1787037483.513,0.0000,0.0000,0.0000,10.026,9.772,10.250,0.005,9.929,0.131,2.310,0,
1787037483.546,0.0000,0.0000,0.0000,10.023,9.769,10.250,0.038,9.927,0.131,2.310,0,
1787037483.579,0.0000,0.0000,0.0000,10.020,9.765,10.227,0.004,9.925,0.239,2.323,0,
1787037483.612,0.0000,0.0000,0.0000,10.016,9.761,10.227,0.037,9.921,0.239,2.323,0,
1787037483.645,0.0000,0.0000,0.0000,10.011,9.757,10.152,0.003,9.918,0.326,2.342,0,
1787037483.678,0.0000,0.0000,0.0000,10.007,9.752,10.152,0.036,9.914,0.326,2.342,0,
1787037483.711,0.0000,0.0000,0.0000,10.002,9.747,10.041,0.002,9.909,0.348,2.364,0,
1787037483.744,0.0000,0.0000,0.0000,9.997,9.742,10.041,0.035,9.905,0.348,2.364,0,
1787037483.777,0.0000,0.0000,0.0000,9.992,9.738,9.921,0.001,9.900,0.294,2.386,0,
1787037483.810,0.0000,0.0000,0.0000,9.987,9.733,9.921,0.035,9.895,0.294,2.386,0,
1787037483.843,0.0000,0.0000,0.0000,9.983,9.729,9.921,0.068,9.891,0.294,2.386,0,
1787037483.876,0.0000,0.0000,0.0000,9.979,9.725,9.819,0.032,9.887,0.191,2.402,0,
1787037483.909,0.0000,0.0000,0.0000,9.976,9.721,9.819,0.065,9.884,0.191,2.402,0,
1787037483.942,0.0000,0.0000,0.0000,9.973,9.719,9.759,0.032,9.881,0.093,2.412,0,
1787037483.975,0.0000,0.0000,0.0000,9.971,9.717,9.759,0.065,9.878,0.093,2.412,0,
1787037484.008,0.0000,0.0000,0.0000,9.970,9.716,9.756,0.032,9.877,0.050,2.416,0,
1787037484.041,0.0000,0.0000,0.0000,9.970,9.715,9.756,0.064,9.876,0.050,2.416,0,
1787037484.074,0.0000,0.0000,0.0000,9.970,9.716,9.810,0.030,9.876,0.085,2.421,0,
1787037484.107,0.0000,0.0000,0.0000,9.972,9.717,9.810,0.063,9.878,0.085,2.421,0,
1787037484.140,0.0000,0.0000,0.0000,9.974,9.719,9.907,0.030,9.880,0.178,2.430,0,
1787037484.173,0.0000,0.0000,0.0000,9.977,9.722,9.907,0.063,9.883,0.178,2.430,0,
1787037484.206,0.0000,0.0000,0.0000,9.980,9.725,10.026,0.030,9.886,0.283,2.445,0,
1787037484.239,0.0000,0.0000,0.0000,9.984,9.729,10.026,0.063,9.891,0.283,2.445,0,
1787037484.272,0.0000,0.0000,0.0000,9.988,9.734,10.140,0.029,9.896,0.345,2.466,0,
1787037484.305,0.0000,0.0000,0.0000,9.993,9.738,10.140,0.062,9.901,0.345,2.466,0,
1787037484.338,0.0000,0.0000,0.0000,9.998,9.743,10.220,0.028,9.907,0.333,2.489,0,
1787037484.371,0.0000,0.0000,0.0000,10.003,9.748,10.220,0.061,9.913,0.333,2.489,0,
1787037484.404,0.0000,0.0000,0.0000,10.008,9.753,10.250,0.027,9.918,0.251,2.508,0,
1787037484.437,0.0000,0.0000,0.0000,10.012,9.758,10.250,0.060,9.924,0.251,2.508,0,
1787037484.470,0.0000,0.0000,0.0000,10.017,9.762,10.221,0.026,9.929,0.143,2.521,0,
1787037484.503,0.0000,0.0000,0.0000,10.021,9.766,10.221,0.059,9.934,0.143,2.521,0,
1787037484.536,0.0000,0.0000,0.0000,10.024,9.769,10.141,0.025,9.938,0.065,2.528,0,
1787037484.569,0.0000,0.0000,0.0000,10.027,9.772,10.141,0.058,9.941,0.065,2.528,0,
1787037484.602,0.0000,0.0000,0.0000,10.028,9.774,10.028,0.025,9.943,0.056,2.532,0,
1787037484.635,0.0000,0.0000,0.0000,10.030,9.775,10.028,0.058,9.944,0.056,2.532,0,
1787037484.668,0.0000,0.0000,0.0000,10.030,9.775,9.908,0.024,9.945,0.121,2.538,0,
1787037484.701,0.0000,0.0000,0.0000,10.030,9.775,9.908,0.057,9.944,0.121,2.538,0,
1787037484.734,0.0000,0.0000,0.0000,10.028,9.774,9.810,0.023,9.942,0.227,2.550,0,
1787037484.767,0.0000,0.0000,0.0000,10.026,9.772,9.810,0.056,9.940,0.227,2.550,0,
1787037484.800,0.0000,0.0000,0.0000,10.024,9.769,9.756,0.022,9.937,0.319,2.568,0,
1787037484.833,0.0000,0.0000,0.0000,10.020,9.766,9.756,0.055,9.933,0.319,2.568,0,
1787037484.866,0.0000,0.0000,0.0000,10.016,9.762,9.759,0.021,9.929,0.350,2.590,0,
1787037484.899,0.0000,0.0000,0.0000,10.012,9.757,9.759,0.054,9.924,0.350,2.590,0,
1787037484.932,0.0000,0.0000,0.0000,10.007,9.753,9.818,0.021,9.919,0.303,2.612,0,
1787037484.965,0.0000,0.0000,0.0000,10.002,9.748,9.818,0.054,9.914,0.303,2.612,0,
1787037484.998,0.0000,0.0000,0.0000,9.997,9.743,9.919,0.020,9.909,0.203,2.629,0,
1787037485.031,0.0000,0.0000,0.0000,9.993,9.738,9.919,0.053,9.904,0.203,2.629,0,
1787037485.064,0.0000,0.0000,0.0000,9.988,9.733,10.039,0.019,9.900,0.102,2.639,0,
1787037485.097,0.0000,0.0000,0.0000,9.984,9.729,10.039,0.052,9.896,0.102,2.639,0,
1787037485.130,0.0000,0.0000,0.0000,9.980,9.725,10.151,0.019,9.893,0.051,2.644,0,
1787037485.163,0.0000,0.0000,0.0000,9.976,9.722,10.151,0.052,9.890,0.051,2.644,0,
1787037485.196,0.0000,0.0000,0.0000,9.974,9.719,10.227,0.018,9.888,0.077,2.649,0,
1787037485.229,0.0000,0.0000,0.0000,9.972,9.717,10.227,0.051,9.887,0.077,2.649,0,
1787037485.262,0.0000,0.0000,0.0000,9.970,9.716,10.250,0.017,9.887,0.167,2.657,0,
1787037485.295,0.0000,0.0000,0.0000,9.970,9.715,10.250,0.050,9.887,0.167,2.657,0,
1787037485.328,0.0000,0.0000,0.0000,9.970,9.716,10.215,0.016,9.889,0.273,2.672,0,
1787037485.361,0.0000,0.0000,0.0000,9.972,9.717,10.215,0.049,9.891,0.273,2.672,0,
1787037485.394,0.0000,0.0000,0.0000,9.974,9.719,10.130,0.015,9.894,0.342,2.692,0,
1787037485.427,0.0000,0.0000,0.0000,9.976,9.722,10.130,0.048,9.897,0.342,2.692,0,
1787037485.460,0.0000,0.0000,0.0000,9.980,9.725,10.014,0.014,9.900,0.338,2.715,0,
1787037485.492,0.0000,0.0000,0.0000,9.984,9.729,10.014,0.047,9.905,0.338,2.715,0,
1787037485.526,0.0000,0.0000,0.0000,9.988,9.733,9.896,0.014,9.909,0.262,2.735,0,
1787037485.559,0.0000,0.0000,0.0000,9.993,9.738,9.896,0.046,9.914,0.262,2.735,0,
1787037485.591,0.0000,0.0000,0.0000,9.997,9.743,9.802,0.013,9.918,0.155,2.749,0,
1787037485.625,0.0000,0.0000,0.0000,10.002,9.748,9.802,0.046,9.923,0.155,2.749,0,
1787037485.658,0.0000,0.0000,0.0000,10.007,9.753,9.753,0.012,9.927,0.071,2.756,0,
1787037485.691,0.0000,0.0000,0.0000,10.012,9.757,9.753,0.045,9.931,0.071,2.756,0,
1787037485.724,0.0000,0.0000,0.0000,10.016,9.762,9.763,0.011,9.935,0.053,2.760,0,
1787037485.757,0.0000,0.0000,0.0000,10.020,9.766,9.763,0.044,9.939,0.053,2.760,0,
1787037485.790,0.0000,0.0000,0.0000,10.024,9.769,9.827,0.011,9.942,0.111,2.766,0,
1787037485.823,0.0000,0.0000,0.0000,10.026,9.772,9.827,0.044,9.944,0.111,2.766,0,
1787037485.856,0.0000,0.0000,0.0000,10.028,9.774,9.932,0.010,9.946,0.215,2.777,0,
1787037485.888,0.0000,0.0000,0.0000,10.030,9.775,9.932,0.043,9.947,0.215,2.777,0,
1787037485.921,0.0000,0.0000,0.0000,10.030,9.775,10.053,0.009,9.948,0.311,2.794,0,
1787037485.954,0.0000,0.0000,0.0000,10.030,9.775,10.053,0.042,9.948,0.311,2.794,0,
1787037485.987,0.0000,0.0000,0.0000,10.028,9.774,10.161,0.008,9.947,0.350,2.816,0,
1787037486.020,0.0000,0.0000,0.0000,10.027,9.772,10.161,0.040,9.946,0.350,2.816,0,
1787037486.053,0.0000,0.0000,0.0000,10.024,9.769,10.232,0.007,9.944,0.311,2.839,0,
1787037486.086,0.0000,0.0000,0.0000,10.021,9.766,10.232,0.039,9.942,0.311,2.839,0,
1787037486.119,0.0000,0.0000,0.0000,10.017,9.762,10.249,0.006,9.939,0.215,2.856,0,
1787037486.152,0.0000,0.0000,0.0000,10.012,9.758,10.249,0.039,9.935,0.215,2.856,0,
1787037486.185,0.0000,0.0000,0.0000,10.008,9.753,10.208,0.005,9.931,0.111,2.867,0,
1787037486.218,0.0000,0.0000,0.0000,10.003,9.748,10.208,0.038,9.927,0.111,2.867,0,
1787037486.251,0.0000,0.0000,0.0000,9.998,9.743,10.118,0.005,9.923,0.053,2.872,0,
1787037486.284,0.0000,0.0000,0.0000,9.993,9.739,10.118,0.038,9.919,0.053,2.872,0,
1787037486.317,0.0000,0.0000,0.0000,9.988,9.734,10.001,0.004,9.914,0.071,2.877,0,
1787037486.350,0.0000,0.0000,0.0000,9.984,9.729,10.001,0.037,9.910,0.071,2.877,0,
1787037486.383,0.0000,0.0000,0.0000,9.980,9.725,9.884,0.003,9.906,0.155,2.884,0,
1787037486.416,0.0000,0.0000,0.0000,9.977,9.722,9.884,0.036,9.902,0.155,2.884,0,
1787037486.449,0.0000,0.0000,0.0000,9.974,9.719,9.794,0.002,9.899,0.263,2.898,0,
1787037486.482,0.0000,0.0000,0.0000,9.972,9.717,9.794,0.035,9.897,0.263,2.898,0,
1787037486.515,0.0000,0.0000,0.0000,9.970,9.716,9.752,0.001,9.895,0.338,2.918,0,
1787037486.548,0.0000,0.0000,0.0000,9.970,9.715,9.752,0.034,9.894,0.338,2.918,0,
1787037486.581,0.0000,0.0000,0.0000,9.970,9.716,9.752,0.067,9.894,0.338,2.918,0,
1787037486.614,0.0000,0.0000,0.0000,9.971,9.717,9.767,0.032,9.895,0.342,2.941,0,
1787037486.646,0.0000,0.0000,0.0000,9.973,9.719,9.767,0.065,9.897,0.342,2.941,0,
1787037486.680,0.0000,0.0000,0.0000,9.976,9.721,9.837,0.032,9.899,0.273,2.962,0,
1787037486.712,0.0000,0.0000,0.0000,9.979,9.725,9.837,0.065,9.902,0.273,2.962,0,
1787037486.745,0.0000,0.0000,0.0000,9.983,9.729,9.947,0.030,9.906,0.165,2.976,0,
1787037486.778,0.0000,0.0000,0.0000,9.987,9.733,9.947,0.063,9.911,0.165,2.976,0,
1787037486.811,0.0000,0.0000,0.0000,9.992,9.737,10.067,0.030,9.916,0.077,2.984,0,
1787037486.844,0.0000,0.0000,0.0000,9.997,9.742,10.067,0.063,9.921,0.077,2.984,0,
1787037486.878,0.0000,0.0000,0.0000,10.002,9.747,10.172,0.030,9.927,0.051,2.989,0,
1787037486.911,0.0000,0.0000,0.0000,10.007,9.752,10.172,0.063,9.932,0.051,2.989,0,
1787037486.943,0.0000,0.0000,0.0000,10.011,9.757,10.237,0.029,9.938,0.103,2.994,0,
1787037486.977,0.0000,0.0000,0.0000,10.016,9.761,10.237,0.062,9.943,0.103,2.994,0,
1787037487.010,0.0000,0.0000,0.0000,10.020,9.765,10.247,0.028,9.948,0.204,3.004,0,
1787037487.042,0.0000,0.0000,0.0000,10.023,9.769,10.247,0.061,9.952,0.204,3.004,0,
1787037487.076,0.0000,0.0000,0.0000,10.026,9.771,10.199,0.027,9.955,0.304,3.021,0,
1787037487.108,0.0000,0.0000,0.0000,10.028,9.774,10.199,0.060,9.958,0.304,3.021,0,
1787037487.142,0.0000,0.0000,0.0000,10.029,9.775,10.105,0.026,9.960,0.350,3.043,0,
1787037487.175,0.0000,0.0000,0.0000,10.030,9.775,10.105,0.059,9.961,0.350,3.043,0,
1787037487.208,0.0000,0.0000,0.0000,10.030,9.775,9.987,0.026,9.961,0.318,3.065,0,
1787037487.240,0.0000,0.0000,0.0000,10.029,9.774,9.987,0.059,9.960,0.318,3.065,0,
1787037487.273,0.0000,0.0000,0.0000,10.027,9.772,9.871,0.025,9.957,0.226,3.083,0,
1787037487.306,0.0000,0.0000,0.0000,10.024,9.770,9.871,0.058,9.955,0.226,3.083,0,
1787037487.339,0.0000,0.0000,0.0000,10.021,9.766,9.786,0.024,9.951,0.121,3.095,0,
1787037487.372,0.0000,0.0000,0.0000,10.017,9.763,9.786,0.057,9.947,0.121,3.095,0,
1787037487.405,0.0000,0.0000,0.0000,10.013,9.758,9.750,0.023,9.942,0.056,3.101,0,
1787037487.438,0.0000,0.0000,0.0000,10.008,9.754,9.750,0.056,9.937,0.056,3.101,0,
1787037487.471,0.0000,0.0000,0.0000,10.003,9.749,9.773,0.022,9.931,0.065,3.105,0,
1787037487.504,0.0000,0.0000,0.0000,9.998,9.744,9.773,0.055,9.926,0.065,3.105,0,
1787037487.537,0.0000,0.0000,0.0000,9.994,9.739,9.848,0.021,9.921,0.144,3.112,0,
1787037487.570,0.0000,0.0000,0.0000,9.989,9.734,9.848,0.054,9.916,0.144,3.112,0,
1787037487.603,0.0000,0.0000,0.0000,9.984,9.730,9.959,0.021,9.912,0.252,3.125,0,
1787037487.636,0.0000,0.0000,0.0000,9.980,9.726,9.959,0.054,9.908,0.252,3.125,0,
1787037487.669,0.0000,0.0000,0.0000,9.977,9.722,10.080,0.020,9.905,0.333,3.145,0,
1787037487.702,0.0000,0.0000,0.0000,9.974,9.720,10.080,0.053,9.903,0.333,3.145,0,
1787037487.735,0.0000,0.0000,0.0000,9.972,9.717,10.181,0.019,9.901,0.345,3.167,0,
1787037487.768,0.0000,0.0000,0.0000,9.971,9.716,10.181,0.052,9.901,0.345,3.167,0,
1787037487.801,0.0000,0.0000,0.0000,9.970,9.715,10.241,0.018,9.901,0.282,3.188,0,
1787037487.834,0.0000,0.0000,0.0000,9.970,9.716,10.241,0.051,9.902,0.282,3.188,0,
1787037487.867,0.0000,0.0000,0.0000,9.971,9.717,10.244,0.018,9.904,0.177,3.203,0,
1787037487.900,0.0000,0.0000,0.0000,9.973,9.719,10.244,0.051,9.907,0.177,3.203,0,
1787037487.933,0.0000,0.0000,0.0000,9.976,9.721,10.191,0.017,9.910,0.084,3.212,0,
1787037487.966,0.0000,0.0000,0.0000,9.979,9.724,10.191,0.050,9.914,0.084,3.212,0,
1787037487.999,0.0000,0.0000,0.0000,9.983,9.728,10.093,0.016,9.918,0.050,3.217,0,
1787037488.032,0.0000,0.0000,0.0000,9.987,9.732,10.093,0.049,9.923,0.050,3.217,0,
1787037488.065,0.0000,0.0000,0.0000,9.992,9.737,9.973,0.015,9.928,0.094,3.221,0,
1787037488.098,0.0000,0.0000,0.0000,9.996,9.742,9.973,0.048,9.933,0.094,3.221,0,
1787037488.131,0.0000,0.0000,0.0000,10.001,9.747,9.860,0.014,9.938,0.192,3.231,0,
1787037488.164,0.0000,0.0000,0.0000,10.006,9.752,9.860,0.047,9.942,0.192,3.231,0,
1787037488.197,0.0000,0.0000,0.0000,10.011,9.756,9.779,0.014,9.947,0.295,3.247,0,
1787037488.230,0.0000,0.0000,0.0000,10.015,9.761,9.779,0.047,9.951,0.295,3.247,0,
1787037488.263,0.0000,0.0000,0.0000,10.019,9.765,9.750,0.013,9.954,0.348,3.269,0,
1787037488.296,0.0000,0.0000,0.0000,10.023,9.768,9.750,0.046,9.957,0.348,3.269,0,
1787037488.329,0.0000,0.0000,0.0000,10.026,9.771,9.779,0.012,9.959,0.325,3.291,0,
1787037488.362,0.0000,0.0000,0.0000,10.028,9.773,9.779,0.045,9.961,0.325,3.291,0,
1787037488.395,0.0000,0.0000,0.0000,10.029,9.775,9.859,0.011,9.962,0.238,3.310,0,
1787037488.428,0.0000,0.0000,0.0000,10.030,9.775,9.859,0.045,9.962,0.238,3.310,0,
1787037488.461,0.0000,0.0000,0.0000,10.030,9.775,9.973,0.011,9.962,0.131,3.322,0,
1787037488.494,0.0000,0.0000,0.0000,10.029,9.774,9.973,0.044,9.961,0.131,3.322,0,
1787037488.527,0.0000,0.0000,0.0000,10.027,9.772,10.092,0.010,9.960,0.059,3.329,0,
1787037488.560,0.0000,0.0000,0.0000,10.042,9.788,10.092,0.043,9.975,0.059,3.329,0,
1787037488.593,0.0000,0.0000,0.0000,10.171,9.916,10.307,0.009,10.104,3.861,3.460,0,
1787037488.626,0.0000,0.0000,0.0000,10.299,10.044,10.307,0.042,10.232,3.861,3.460,0,
1787037488.659,0.0000,0.0000,0.0000,10.426,10.172,10.628,0.008,10.361,3.934,3.720,0,
1787037488.692,0.0000,0.0000,0.0000,10.553,10.299,10.628,0.041,10.488,3.934,3.720,0,
1787037488.725,0.0000,0.0000,0.0000,10.680,10.425,10.891,0.007,10.616,4.041,3.985,0,
1787037488.758,0.0000,0.0000,0.0000,10.807,10.552,10.891,0.040,10.743,4.041,3.985,0,
1787037488.791,0.0000,0.0000,0.0000,10.934,10.680,11.099,0.006,10.871,4.127,4.258,0,
1787037488.824,0.0000,0.0000,0.0000,11.061,10.807,11.099,0.039,10.998,4.127,4.258,0,
1787037488.857,0.0000,0.0000,0.0000,11.189,10.934,11.265,0.006,11.126,4.148,4.535,0,
1787037488.890,0.0000,0.0000,0.0000,11.317,11.062,11.265,0.039,11.254,4.148,4.535,0,
1787037488.923,0.0000,0.0000,0.0000,11.445,11.190,11.412,0.005,11.383,4.092,4.809,0,
1787037488.956,0.0000,0.0000,0.0000,11.574,11.320,11.412,0.038,11.511,4.092,4.809,0,
1787037488.989,0.0000,0.0000,0.0000,11.704,11.449,11.568,0.004,11.641,3.989,5.079,0,
1787037489.022,0.0000,0.0000,0.0000,11.834,11.580,11.568,0.037,11.771,3.989,5.079,0,
1787037489.055,0.0000,0.0000,0.0000,11.966,11.711,11.759,0.003,11.902,3.892,5.343,0,
1787037489.088,0.0000,0.0000,0.0000,12.098,11.843,11.759,0.036,12.033,3.892,5.343,0,
1787037489.121,0.0000,0.0000,0.0000,12.231,11.976,12.005,0.002,12.166,3.850,5.603,0,
1787037489.154,0.0000,0.0000,0.0000,12.365,12.110,12.005,0.035,12.299,3.850,5.603,0,
1787037489.187,0.0000,0.0000,0.0000,12.499,12.244,12.306,0.001,12.433,3.886,5.860,0,
1787037489.220,0.0000,0.0000,0.0000,12.634,12.380,12.306,0.034,12.568,3.886,5.860,0,
1787037489.252,0.0000,0.0000,0.0000,12.770,12.515,12.306,0.067,12.702,3.886,5.860,0,
